Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Id
43778,-0.85922805,1.333551298,1.705239988,1.770530644,-0.198506711,0.573094736,-0.13082292,0.759826213,-1.339201527,0.258919583,0.982631942,0.371037064,-0.212526922,0.502948098,0.096576053,0.870529492,-0.545941934,0.369047772,-1.147766781,-0.250031907,0.347229538,0.759756122,-0.118618895,0.015328125,-0.098526531,0.059771332,-0.207894989,-0.045739221,10.65,0,1740
43779,-1.858059788,-0.630313214,1.750658956,2.56058308,0.663865173,-0.482438294,0.497245412,0.040565595,-0.539244274,0.217631612,-1.25444158,-0.489465351,-0.731701307,-0.242750307,-0.924378368,0.099107588,-0.150694474,-0.218609404,-0.319971405,-0.379077569,-0.10231448,0.230502506,1.14492641,0.351333484,0.471310146,0.084499751,0.148565346,-0.113422529,73,0,1741
43788,-0.03082521,-2.751827441,-0.811697389,-0.03011224,-1.42429798,-0.529687096,0.701735367,-0.366281984,-1.069250954,0.336984401,-0.343260452,-0.294928054,-0.103197541,0.525508172,1.098154527,-1.63466791,0.378557168,0.477411275,-1.256037728,0.935487554,0.018191468,-1.103019241,-0.556262547,0.118907627,-0.039175062,0.964790954,-0.199913407,0.123222182,735,0,1742
43799,1.157812194,0.15619356,0.319104555,1.003563029,-0.062715428,0.095201187,-0.150163737,0.190646984,-0.074753841,0.210498569,1.04778946,0.247955259,-1.162036093,0.763665998,0.685497549,0.270246938,-0.516026656,0.122105602,-0.364981757,-0.217276125,-0.008239885,-0.066907255,-0.029540491,-0.347125116,0.435874228,-0.387082984,0.024881076,0.007067929,8,0,1743
43809,1.112887304,0.072754957,1.484284102,2.921131567,-0.892824086,0.369634953,-0.661314286,0.248757461,0.578535034,0.407350482,-1.492239319,-0.090479177,-0.910763635,-0.567529934,-1.400446664,0.066699863,0.048860424,-0.213651685,-0.560889404,-0.238708705,0.011708927,0.35802494,-0.11898784,0.41987597,0.59076464,0.215558837,0.043610399,0.025279555,0,0,1744
43816,0.97726242,-1.755199179,0.441278983,-1.130710874,-1.856058291,-0.780822177,-0.621236598,-0.325485345,-1.983033649,1.24615603,-0.189987603,-0.090331543,1.977254071,-0.597396424,0.63607254,-0.21654298,0.351621547,-0.197825227,-0.333848433,0.321105451,-0.188061866,-0.741166535,-0.077846808,0.38658701,0.079473173,-0.443805378,0.000654619,0.080298993,285.7,0,1745
43819,1.382312561,-0.593152024,0.031138332,-0.557232112,-0.799909151,-0.664226457,-0.459870955,-0.065975686,-0.519548631,0.58527444,-0.543353274,-1.254711421,-1.612871863,0.146094133,0.194931854,0.306649355,0.99129637,-1.916955792,0.467159391,-0.089755511,0.159176754,0.473754203,-0.114709208,0.09484565,0.662300697,-0.030378266,-0.003154569,-0.002969684,10,0,1746
43820,1.242781634,0.216558901,0.402139179,0.423108999,-0.23128237,-0.470531295,-0.027846813,-0.054955654,-0.23968162,0.094754523,1.239224348,1.11650677,0.605149799,0.352718179,0.320867948,0.581276867,-0.812833407,0.022559549,0.294155716,-0.05295475,-0.224524021,-0.666815617,0.079896518,0.001056248,0.242797155,0.09680696,-0.031070635,0.005989686,0.89,0,1747
43830,-0.430779064,1.507153809,1.421487864,2.218151644,0.65867049,-0.609666371,1.167394162,-0.202969467,-1.82741885,0.411407916,-0.617952852,-0.433337591,0.060431659,0.449780765,0.37073839,-0.055982018,-0.20387948,-0.251234596,-0.027945238,0.016741005,0.074718893,0.175318362,-0.307486002,0.3879039,0.259671975,0.147453017,0.058192906,0.100071731,3.41,0,1748
43874,-2.11196956,1.825283611,0.804166342,-1.776992036,-0.58956833,-0.920440467,0.423993277,0.074150109,1.785933683,2.23829654,1.203103431,-0.290978207,-1.907302085,-0.300357852,0.162144474,0.679444047,-1.016863213,0.1880286,-0.695400443,1.000363247,-0.367774942,-0.440778037,0.054863108,0.288040624,0.046016257,0.719751943,0.828640312,0.339786049,1.46,0,1749
43876,0.956828137,-1.841088158,0.319132324,-1.318995326,-1.673359311,-0.279812183,-0.755982655,-0.136850892,-2.165070422,1.4262566,1.157293274,0.296744737,1.582502821,-0.347213846,-0.000540049,0.091263946,0.004415194,0.447904251,0.079872836,0.319160907,-0.161811247,-0.718202438,-0.12581207,-0.000195554,0.080058661,-0.440010641,-0.005983686,0.066058594,285.7,0,1750
43880,-1.501111747,0.755327687,2.123862464,-0.405667113,-0.678007702,0.11353896,-0.185887967,0.474403349,0.916959599,-0.550918917,-1.160599829,-0.865230619,-2.244967886,-0.134725227,0.00811588,0.164390022,-0.02356502,-0.360145628,-1.021988611,-0.414755044,0.041620956,0.006513603,-0.098694865,0.047355726,-0.209106555,0.11715245,-0.779588464,-0.155877729,6.89,0,1751
43896,-1.381074412,-4.282370626,-1.08353012,1.125308708,-2.052635409,-0.881809467,1.911474384,-0.652282008,-0.038555598,-0.853117822,0.180050588,0.619577136,0.655024708,0.524334115,1.152608321,0.279104341,-0.125811006,-0.537866803,-0.399062998,2.744341243,0.628834305,-1.297167742,-1.06645037,0.835154178,-0.364824726,0.679000051,-0.344282805,0.247902399,1379,0,1752
43921,1.234220474,-0.679649331,0.749350595,-0.595073806,-1.237644967,-0.661797373,-0.669050744,-0.057293952,-0.725543354,0.537415682,0.322420132,-0.32834932,0.213883984,-0.177882422,1.136226164,0.932929184,0.564753182,-1.978456024,0.025385929,0.138808129,0.071250755,0.016147411,0.125379547,0.40167223,0.10989338,-0.407705782,0.025322511,0.033322271,60,0,1753
43922,-0.582345925,-0.896541896,1.585978583,-1.554287818,-0.165732395,-0.491463847,-0.06803922,-0.086106357,1.248796029,-1.058224784,1.073152296,1.431504888,0.905224592,-0.419881952,0.702198716,-0.677459593,-0.376950073,1.019297953,1.878775457,0.56222226,0.377508317,1.205512577,0.159237736,0.095913597,-0.681343769,-0.084044112,0.03814811,-0.007921517,103.11,0,1754
43961,1.204950005,-0.025292281,-0.64332075,-0.037427788,0.213283183,-0.885911368,0.61144186,-0.428374834,-0.259540116,-0.153596918,-0.807754327,0.445623651,1.229615026,0.240252451,0.715879136,0.114170354,-0.520069855,-0.52916032,0.398426922,0.203856748,-0.035487113,-0.229552549,-0.282895086,-0.339317163,0.664044554,1.109376711,-0.125134158,0.000627887,99,0,1755
43964,-0.67688586,0.398881487,1.270607042,0.245579596,-0.849598828,0.241218006,0.001831514,0.500294811,-1.375263707,-0.084588116,-1.075567026,0.400623351,0.739377177,-0.171098813,-0.667061653,-2.184278198,0.681745844,0.66094799,-1.042759845,-0.464424238,-0.232931202,-0.181651586,0.06684061,0.063019557,0.192201174,-0.28213262,-0.040297289,-0.027823467,77.86,0,1756
43979,-1.80712356,-0.953182574,1.14468024,0.385352898,1.44735108,-1.499903732,0.597725036,-0.396166906,-0.384557635,0.00626186,1.394996383,0.996010573,0.361775106,0.129265375,-0.525589541,0.35933179,-1.113432368,0.252986008,-0.8389757,-0.296750893,0.136409816,0.642478284,-0.207558527,0.597563803,-0.470658452,-0.686708187,0.134933311,-0.116387172,169.58,0,1757
43989,1.230763569,0.185380842,0.024193674,0.729240244,0.449816062,0.623756104,-0.087706635,0.068434046,-0.198609644,0.150540991,-0.022950213,0.99356117,1.539921598,0.073374664,0.391228967,1.011920243,-1.499944772,0.817540879,0.452986262,0.075603539,-0.107017502,-0.331106617,-0.234894255,-1.380925807,0.643323645,-0.39680022,0.030013743,0.01213877,36,0,1758
43995,-2.627813947,0.412133667,2.296714974,3.163350578,-0.925251452,1.417682739,0.406786105,-2.905275201,0.745962346,2.026562946,-0.868585309,-0.873276804,-1.196011813,-1.100474896,0.281668948,-0.405711271,0.301765711,-0.073465754,1.233203965,-0.728896134,1.517352477,-0.990576984,0.030467815,0.372266152,0.212042948,0.203602514,0.561659415,-0.219394587,275.81,0,1759
44064,1.163942401,0.12673332,0.344946558,1.287646897,-0.508500031,-0.905487283,0.073274377,-0.121292241,0.219090755,0.095047265,-0.687803964,-0.660509434,-1.514155077,0.646346222,1.112244185,0.228146331,-0.383609858,0.129873288,-0.474379207,-0.169176059,0.073786137,0.106532054,-0.122847501,0.342810972,0.608131852,-0.278736178,0.001359203,0.024816629,40,0,1760
44084,1.411532444,-0.699989431,-0.348606997,-1.196581573,-0.047243176,0.701481871,-0.737553005,0.196199846,-0.837784256,0.771343019,0.01056495,-0.737615046,-0.26929042,0.105160434,0.473886295,1.545362705,-0.309060491,-0.688488713,1.098512531,0.103485037,0.115639514,0.194447792,-0.250096686,-1.695190311,0.596781834,-0.088508985,0.006746753,-0.013349306,30,0,1761
44085,-3.204343647,1.18418068,-2.267756887,1.0212601,-0.370795558,-0.712877436,-0.300290354,1.434600802,-0.7237713,0.534846027,0.047572149,1.354254115,1.004956218,1.468754632,0.020994233,0.458370294,-0.175841828,0.647675719,1.016665893,-0.685414768,-0.058051356,0.566821509,0.535316889,-0.471529372,-0.215845059,-0.320589385,0.547869561,-0.109841811,99.99,0,1762
44088,1.175024207,-1.171870758,-1.663017592,-1.506050771,1.480735972,3.249580322,-0.604291398,0.66220396,-0.955290992,0.613404151,-0.502223154,-0.176114438,0.178990555,0.184992594,0.157581178,-1.453796511,-0.183929937,1.064178251,-0.138413787,-0.071771682,-0.412268947,-1.065541081,-0.17167563,1.059412142,0.540311544,1.091216699,-0.094111204,0.017101629,154.98,0,1763
44092,-1.372986359,-0.00501999,1.282382207,0.405984635,-1.178355133,0.120107775,0.062957391,0.097903526,-0.864311623,0.76952813,-1.340424117,-0.320624506,0.527243391,-0.347822791,0.553805929,-1.612874643,0.085969982,1.758688679,-0.171094545,-0.510239416,-0.268090504,0.134762869,-0.501010487,0.054965682,-0.170431631,-0.196332513,0.155481883,-0.336852774,158,0,1764
44139,1.027220179,-1.018067365,-0.593258555,-0.827538307,1.204150278,3.916915785,-1.06931838,1.022059263,1.061051366,-0.448986311,-0.567956115,0.399764461,-0.064013992,-0.383443779,-0.098101764,0.223023864,-0.350552917,-0.167227048,0.79853504,0.297959922,-0.212136438,-0.783991262,-0.064554471,1.083692502,0.249688155,0.94462028,-0.054889838,0.029135214,132.58,0,1765
44140,1.224674122,-1.485731484,0.101362952,-1.606043016,-1.122463503,0.16432719,-0.885385048,-0.082634785,-2.163271816,1.464611756,0.48325567,0.257372646,2.163044942,-0.511911588,-0.003357676,0.299833996,-0.3291293,0.643115579,0.427182202,0.15487392,-0.277073935,-0.777470129,-0.14040218,-0.847105626,0.246629499,-0.37736758,0.01637915,0.039591388,177.7,0,1766
44155,-1.386101824,0.897768454,0.703513261,0.046262353,0.008755349,-0.634251738,0.90830653,-2.337212548,-0.384464056,0.38146214,0.028249187,0.388892488,0.910337477,-0.054759362,1.091716923,-0.482184001,0.08437645,-0.854286993,1.423585471,-0.544721703,1.099628407,-1.222760373,0.400812995,0.435477041,-0.678890507,0.691095451,-0.308944724,0.033299169,104.99,0,1767
44187,-0.587026848,0.375285436,2.698986835,0.208427221,-0.337502194,-0.160080302,0.315700694,-0.089770405,0.30963558,-0.562410444,-0.722117046,0.292476957,0.487845832,-0.806238515,-0.021505439,-0.077390306,-0.269521461,-0.130451904,0.175920733,0.167547275,-0.033011625,0.180294246,-0.147857316,0.425028743,-0.126757723,0.265055093,-0.076520353,-0.108193552,28.75,0,1768
44242,0.535318359,-2.076048303,-1.168487649,-0.709020044,-0.192439921,0.870911109,0.174220865,-0.047453648,-1.023120033,0.473773069,-0.039554047,-0.042604088,0.710594349,-0.054310735,-0.540335405,0.975797685,0.010900652,-1.00702223,1.241293609,1.084254349,0.411284945,0.179937705,-0.788166343,-1.609902654,0.754997501,0.001401513,-0.086729261,0.057235493,490,0,1769
44242,-1.792749999,-1.030395077,0.452946732,-2.19865874,1.808876096,1.644155591,-1.024860091,1.179927303,-1.711402063,-0.347196896,0.520271637,0.082673393,0.74755675,0.213287334,0.492992751,0.844100738,0.456050891,-2.166249085,-0.773180056,0.26874516,0.444112066,0.685189314,-0.302817118,-2.706616114,0.123391469,-0.163232604,0.021311402,-0.2052053,18.35,0,1770
44245,-0.682137982,0.397970782,1.510556395,1.382326887,0.160502652,0.263825311,0.652123449,0.18416744,-0.711126741,-0.190308255,1.246118675,0.916779247,-0.218907959,0.274317433,-0.494890061,-1.065454118,0.452482847,-0.205185014,0.948923727,0.257987653,0.151973241,0.423276195,0.108041676,0.228591828,-0.163594777,-0.273686487,0.143341278,0.146078229,96.78,0,1771
44245,1.120625679,-0.111923575,0.007014988,-0.105225268,-0.039955754,-0.070945626,0.009064691,0.17199843,-0.152784408,-0.031447042,1.792545315,0.480873533,-1.32416663,0.928695194,0.795049287,-0.216368291,0.180944815,-1.26489255,-0.154382325,-0.154578051,-0.335021411,-1.102069764,0.249553776,-0.298705972,-0.127983905,0.665303195,-0.084466999,-0.01142173,32.5,0,1772
44264,-1.733737989,-0.880500608,1.204635894,1.344640565,1.569587296,0.644550063,0.362348218,0.311351799,-0.836899322,-0.33016212,0.183251906,0.855458815,0.791896351,0.08934198,-0.323844624,-0.709080553,-0.025818342,0.221161737,1.513276015,0.899105325,0.16344679,-0.031114321,0.215390044,-1.139476499,0.738622419,-0.08479383,-0.008424868,0.092640118,203,0,1773
44269,1.118659042,0.041097862,1.358794133,1.197831376,-0.912411749,-0.066448306,-0.592091805,0.136141207,0.35084852,0.00362653,1.359542986,1.660282487,1.003055366,-0.255080291,-0.208450325,0.32939146,-0.641427356,0.509899547,-0.22532112,-0.067400667,0.200179867,0.77703007,-0.088811962,0.581203384,0.490830559,-0.291312531,0.073009479,0.02944612,3.19,0,1774
44270,0.605294136,-1.371017816,0.677833523,0.236807917,-1.084636726,0.69450715,-0.477658274,0.296943973,0.955168006,-0.453150008,0.809689934,1.169808923,-0.178572223,-0.255493991,-0.674848459,-0.076157239,0.070195057,-0.408950075,0.431822378,0.474835363,-0.0076214,-0.407466945,-0.188918216,-0.211228977,-0.031246331,0.945290889,-0.075633627,0.046114343,289.65,0,1775
44273,0.827572702,-2.009216907,-0.736449405,-1.28420209,0.630311318,4.032404429,-1.303390531,0.971416951,-0.040032838,0.303243046,-0.567957074,-0.37230047,0.10614021,-0.717827897,-0.460590845,1.101627273,0.197615148,-1.043838406,1.192395847,0.775508922,0.127982927,-0.272699173,-0.289095082,1.04955991,0.436368406,-0.260568001,0.001025664,0.069896024,304.45,0,1776
44329,-0.275138079,-4.286284356,0.555130113,-0.22029919,-3.032723602,1.030975233,-0.86436088,0.269360612,-0.616114807,0.794789844,0.44698082,-0.002642209,-0.980265296,-0.848135879,-2.413268868,-1.312648867,1.605218474,-0.211225752,0.168593462,1.194401372,0.110325939,-0.765595838,-0.607360581,0.240449951,-0.108607517,-0.294692154,-0.052681067,0.157985625,835,0,1777
44390,-2.069001635,-1.396142814,1.43231728,-0.695919341,-0.079767292,0.370020236,0.257349465,-0.011967798,1.429998105,-0.11932293,0.375292805,-0.201678625,-2.132232913,-0.525060026,-1.052502789,0.178085292,-0.358301894,-0.211737773,0.088776318,-1.067282794,-0.34759979,0.13219113,0.885205241,-0.272229898,-0.883712552,0.680005025,-0.322593087,0.091602031,115.24,0,1778
44393,-4.617461029,3.663395253,-5.29744641,3.880959654,-3.263550913,-0.918546734,-5.715262078,0.83103955,-2.457033778,-5.726817096,3.525725987,-6.48911156,-1.012790632,-7.052310952,0.784445403,-6.77397675,-8.588070073,-4.510891745,1.147877838,-0.346455833,2.698174895,-0.027080891,0.36677523,-0.123011442,-0.300456527,-0.23999624,-0.183463054,-0.073359703,1,1,1779
44402,-0.156601077,-0.657290666,0.97761011,-1.771399314,-1.127082334,-0.321384898,0.146059707,-0.052255616,-2.220518124,0.862862657,-0.870279421,-1.707675641,-1.039910699,-0.178145806,-0.199681683,-1.281606113,1.233658551,-0.408200351,-0.180815034,-0.197824207,-0.067296454,0.088599369,0.074964456,0.040045925,0.171482827,-0.072794684,0.014342788,0.014850082,112,0,1780
44406,1.238112277,-0.001448497,0.34162819,0.454092427,-0.499518884,-0.543816182,-0.227325775,0.112754351,0.208494297,0.181272728,0.738854924,-0.457601546,-2.358902892,0.943026277,0.645721568,0.71880411,-0.641449924,0.384531365,0.311723687,-0.240773351,-0.25756932,-0.909054838,0.115189569,-0.074464046,0.141392598,0.106276863,-0.050640971,-0.000128433,1.98,0,1781
44425,-0.810224493,0.881557563,2.871299609,1.654595223,-0.029187818,-0.047279543,0.815942415,-0.344248899,-0.094612585,0.487352486,-0.83829618,-0.573411728,-0.805436759,-0.823045953,-0.914701969,0.322941653,-0.64799606,-0.144436712,-1.441438962,-0.124916839,0.091443218,0.603353056,-0.33731991,0.709137066,0.012161096,-0.093493958,-0.492637949,-0.323151691,23.9,0,1782
44427,-0.769220215,-0.806436219,2.0382059,-1.755201639,-0.492108276,-0.239687722,0.025207225,-0.057029593,-1.074083062,0.249258017,0.935364741,-0.342688774,0.34246861,-0.620056984,-0.191172426,1.839501552,-0.683434158,-0.137953227,0.088343444,0.532582762,0.566354832,1.343289703,0.018793085,0.030052095,-0.073781269,-0.261506818,-0.092526028,-0.087074593,129,0,1783
44429,-0.785067466,1.317996976,1.693877475,2.673835514,-0.525390367,0.460320038,-0.386946128,0.83781,-1.25251101,0.850436634,0.297768973,-0.905431404,-1.867145482,0.964374616,1.008503765,0.692350239,-0.212500066,1.371351022,0.977802929,0.086494734,0.248219714,0.571901311,-0.16508401,-0.046805485,-0.237387463,0.338497437,0.253557052,0.112481033,10.62,0,1784
44446,-0.279209319,1.13272619,1.609109966,0.097269435,0.113126881,-1.101752769,1.02339688,-0.386810114,-0.463888776,-0.341706626,0.386576584,0.609626776,1.299902176,-0.869306034,0.761832306,0.146114128,-0.049184344,-0.425522427,-0.220007928,0.267898016,-0.276075289,-0.49973877,-0.015726725,0.694527555,-0.185538566,0.018803535,0.088842365,-0.118293121,8.98,0,1785
44453,-0.494465626,1.16458123,1.467794633,-0.208902572,0.326750363,-0.538548805,0.816864354,-0.093660397,-0.58475649,-0.379714775,-0.711940008,0.3219395,1.195022874,-0.087752449,0.765949363,0.279154566,-0.640779846,-0.29457213,0.248819758,0.194532031,-0.238914588,-0.56932186,-0.126960789,-0.127080427,-0.13231492,0.098083683,0.314751748,0.174252563,2.5,0,1786
44474,-3.955948653,-4.890884227,1.208105138,-1.024110222,0.229325783,-1.026090555,-2.374965212,0.783684884,-1.496984455,0.665776844,0.47337822,0.244181827,0.199440831,-0.494361135,-1.699446575,-0.427610947,0.900573528,0.057459666,-0.468238497,-0.055841654,-0.005643273,-0.28124198,-0.351066571,0.075861018,-0.616370875,-0.477321998,0.163809066,-0.303324325,178.14,0,1787
44476,-0.713276696,0.788606433,1.415645503,-1.520444136,0.370915407,-0.36024768,0.907076927,-0.407276448,0.279892976,0.356229891,1.640864782,0.481150934,-0.34287561,-0.269923432,0.044081596,0.184211351,-0.831237143,-0.465972302,-0.761165206,0.060175043,-0.024515166,0.112008963,-0.099866561,0.049182412,-0.420106365,0.670774977,-0.678180445,-0.38280392,0.77,0,1788
44476,1.106303391,0.122566032,0.375069804,1.415940576,-0.162792449,-0.165374806,0.11917465,-0.032008666,0.263269415,-0.143488324,-0.508945735,0.615325549,0.033087936,0.041029296,-0.1075649,-0.726588746,0.255421909,-0.991471604,-0.378466542,-0.118308521,-0.081613161,-0.059393559,-0.090591415,0.100770321,0.657459368,-0.316576396,0.035185575,0.02166261,38.72,0,1789
44488,-1.892197032,0.231117097,0.399608853,-2.701505547,-1.407058505,0.618326675,-1.499344787,1.645816084,-0.043077996,-1.329050001,-0.755907734,0.660257269,-0.488847225,0.641244149,-0.344193011,-1.311827273,0.135940545,2.150253801,-0.280545812,-0.960672423,-0.166056664,-0.330863572,-0.181735545,-1.202506138,-0.048807986,-0.797278496,-0.392155588,-0.13911685,33,0,1790
44499,0.213328659,1.047906623,-0.42665142,0.516550933,0.04006556,-0.281479215,-0.857933575,-2.53265764,-0.639970836,-1.257233988,1.893217679,0.027150672,-2.103050274,-0.322554793,0.47321924,0.684532994,1.307886636,0.481629939,-0.830882987,0.447923127,-1.333369558,0.115441526,0.061585289,0.050759349,0.553043442,0.361257184,-0.019452619,0.153044778,0.76,0,1791
44519,-0.588701352,0.374857786,0.821332055,0.620218294,0.246196714,0.692929052,1.387403747,-0.021248696,-0.549666148,0.176302223,0.732848736,-0.174004477,-0.828585198,0.479554727,0.759906135,-0.232995262,-0.480717483,0.52899908,0.552778723,0.574676383,0.195627561,0.529805823,0.192675523,-0.700701329,-0.182326849,-0.294075304,0.19296425,-0.005378553,196.2,0,1792
44530,0.686355389,-2.523646036,0.32136782,-0.957648693,-2.396081931,-0.697774012,-0.797643919,-0.165652507,-1.416535582,1.276083402,-0.76491202,-1.69145666,-0.847995737,-0.10231839,1.057736961,-0.024433533,0.473210537,0.577135504,-0.566270736,0.438186738,0.176591474,-0.103250614,-0.352444919,0.357706141,0.134888711,-0.142891701,-0.037213531,0.097094626,432,0,1793
44532,-0.234922309,0.355412643,1.972182786,-1.255592713,-0.681386509,-0.665731671,0.05911049,-0.003153277,1.122451136,-1.481245861,-0.473852106,0.92218442,0.91351384,-0.499349579,0.933898443,-0.560471963,-0.207706529,0.380541571,0.574335961,-0.003469463,0.22067043,0.912107214,-0.28633768,0.451208247,0.188315252,-0.531845781,0.123184688,0.039580635,1,1,1794
44562,-1.936125445,-0.233611784,1.194985877,0.23553029,1.006543088,-1.114525024,-0.301017601,0.619827191,-0.743266005,-0.698447078,0.52188636,0.424649254,-0.641967036,0.883375779,-0.19199991,0.798008412,-0.868540908,0.683767173,-0.514589233,0.112298975,0.201656067,-0.160564708,-0.228554433,-0.023456549,0.13155483,-0.623160836,-0.015016603,-0.18298288,1,0,1795
44569,-0.885838095,0.706260329,0.147223987,-2.136240519,0.656232196,0.803189182,0.234248631,0.936993325,0.482322888,-1.612403366,1.789524863,1.634296172,-0.557348783,0.82202085,0.271407309,-1.901961717,0.963251324,-1.598632088,-1.112854378,-0.330770254,0.292656975,1.160203772,-0.045149472,-1.001321637,-0.399273533,-0.705440789,0.384303131,0.153930733,1,0,1796
44571,-1.453629328,1.123204829,-0.339121506,-2.149078047,0.241297379,0.766422553,-0.078501844,1.366631987,0.500112258,-1.538183935,1.665799784,1.799973448,-0.49346898,1.066524684,0.248417805,-1.796363882,1.120897747,-1.574798724,-1.149572355,-0.308042142,0.304865106,1.127931397,0.032511688,-1.006113822,-0.321311902,-0.698197064,0.369264213,0.148698495,15,0,1797
44572,-0.781273149,1.666793049,1.05007936,2.867043616,-0.127203535,0.755946425,-0.321866942,-0.159132932,-0.788358802,0.618921332,-2.042445757,-0.571972454,-0.455415667,0.212013417,-0.150766092,-0.258894071,0.419362814,0.247047864,1.425375633,-0.07088238,0.739972121,-0.107085969,-0.081822027,-0.459894774,-0.176485876,0.316875296,0.337079516,0.162078161,0.76,0,1798
44573,-1.463859664,1.33392373,0.741887881,-0.562768759,-0.004445179,-0.168473127,0.600033775,0.160569508,0.065285966,-0.618435902,-1.685318595,0.385512927,0.660422246,-0.254054026,-0.956368558,0.217824466,-0.489166454,-0.438217273,-0.140707452,-0.337105303,-0.072419732,-0.403487313,-0.235568294,-0.404638614,0.021427291,0.053223019,-0.719220372,0.049209272,41.72,0,1799
44577,1.464002458,-1.224185028,0.673379521,-1.495107808,-1.709870544,-0.307341923,-1.415178763,0.077672231,-1.695648359,1.619685504,0.729934527,-0.812539656,-0.347977068,-0.138655672,0.265025945,0.187770092,0.053717534,1.024573144,-0.022604945,-0.340347205,-0.036727832,0.213058526,-0.049528737,-0.022177165,0.321474834,-0.098250872,0.040236898,0.013164258,19.8,0,1800
44578,-0.814526132,1.048951391,2.926861545,1.249148005,0.373342303,-0.060532667,1.314558431,-0.650446082,-0.520805837,0.728769654,-0.566039059,-0.88893368,-0.365063157,-0.725185084,0.331093538,0.849737067,-1.291298686,0.096266222,-1.677171856,0.015310062,0.021655741,0.382671278,-0.458298272,0.376081873,0.296701153,-0.135784843,-0.715845006,-0.599336431,38.03,0,1801
44590,-1.298661763,2.039926127,1.33629172,3.130037387,-0.546306216,0.152954991,-0.351802428,1.058016193,-1.758693234,-0.20577848,1.027224025,0.441843466,-0.392712277,-0.39182156,-0.480721413,0.273810029,1.488252591,0.730404338,1.309888392,-0.087880007,-0.127914568,-0.589377386,-0.082081148,0.414393853,0.038846091,0.068146403,-0.278172528,-0.02499878,0.76,0,1802
44630,-0.59719974,0.773153631,-0.242629082,-0.385951575,2.474550547,3.833001592,0.43009864,0.805872073,-0.285875284,-0.259017884,-0.722423204,-0.108127418,-0.300789706,0.033378572,-0.389494574,-0.230919737,-0.527113953,0.100574761,0.545891831,-0.069359558,-0.054145572,-0.160542413,-0.173260812,1.007573384,0.097590547,-0.441369407,-0.073724429,0.113912347,49.46,0,1803
44642,-2.702446659,3.343086074,-0.938139702,-0.140949583,0.496158555,-0.284336224,1.181743098,-0.303476965,2.000085018,4.930820809,1.727468918,0.958077225,0.645902672,-0.881876879,0.422935439,-1.086605064,-0.639616572,-0.339795595,0.044469689,1.972426002,-0.336053012,0.648557845,0.045634003,-0.326822751,-0.156804308,-0.43892013,1.033576787,0.046183523,0.89,0,1804
44644,1.222535509,-0.285940472,0.430878355,-0.030649894,-0.601740394,-0.326052122,-0.388348405,-0.057102438,0.56729401,-0.178802559,-1.066483187,-0.073807831,0.426278419,-0.085706307,1.373112157,0.79013622,-0.757675657,0.22565523,0.071081246,0.075137648,0.094152037,0.223484261,-0.182547082,-0.366432557,0.335032598,1.153745071,-0.064620807,0.011720595,53.95,0,1805
44654,-0.765640906,0.796134126,1.699877819,-0.128397597,0.231417531,-0.842020548,1.056911356,-0.159785948,-0.630863559,0.025504351,1.258924815,-0.346256435,-1.782834669,0.606984621,0.148216859,-0.014181888,-0.413515523,0.297942032,0.330655485,0.188488561,-0.034021895,-0.022600622,-0.285500205,0.520267961,0.419495355,0.36397622,0.041121607,-0.114869246,27.96,0,1806
44663,-2.408891636,-2.012659265,2.004275904,-1.163625235,0.483481114,-1.41692796,-0.472629213,0.005523272,-1.160086547,-0.00459758,0.128636637,-0.625401468,0.076449069,-0.318194491,0.722906383,1.121443037,0.346992781,-1.84891603,-0.381686928,0.217214071,0.130915475,-0.023672304,0.176227878,0.391323351,0.217091015,-0.48509336,-0.091670042,0.311416467,177.7,0,1807
44675,1.256146593,0.377606514,0.312755179,0.690500293,-0.342793944,-1.065507487,0.109280193,-0.222536505,-0.01719389,-0.292391471,-0.010015952,0.409450209,0.553841219,-0.35271077,1.057979602,0.463116863,-0.023936329,-0.339444028,-0.200753509,-0.059356722,-0.283705219,-0.803131724,0.125268415,0.354358106,0.227095683,0.093283311,-0.020965582,0.031562806,1.98,0,1808
44701,1.219630467,-0.214696744,0.433290838,-0.294487544,-0.486853229,-0.06861749,-0.473693972,0.206386901,0.327852796,-0.053847008,1.204537619,0.279297791,-1.063162447,0.563053464,0.952974638,0.459542408,-0.390120545,-0.124781966,0.091075426,-0.148859632,-0.089465714,-0.300543787,0.087548759,-0.276932051,0.01974091,0.940820038,-0.065989162,-0.009932567,2.15,0,1809
44706,-1.63097629,-2.884838001,1.77890291,-0.678443925,-2.293574147,0.474592427,0.737225375,-0.123892276,-2.11360438,0.926001435,0.677623214,-0.93044859,-0.679557758,-0.686386929,-1.15193325,-1.34817693,1.211932079,0.890795992,1.434052591,1.276693565,0.281255899,0.384173791,1.064907917,0.480129767,0.543733744,0.122206793,-0.265462964,-0.103553118,557.97,0,1810
